city,state,zip,address,type,year built,heat type,cooling type,garage type,HOA cost,sqft,price per sqft,buyers fee,listing price
Portland,OR,97230,1940-NE-153rd-Pl,"Residential, single family residence",Built in 1965,"Forced air 95 plus, fireplace(s)",Central air,2 Attached garage spaces,0,"9,583 sqft",$299 price/sqft,2.25% buyers agency fee,500000
Portland,OR,97219,9209-SW-Boones-Ferry-Rd,"Residential, single family residence",Built in 1916,Forced air 95 plus,No data,Open parking,0,"9,583 sqft",$258 price/sqft,2.25% buyers agency fee,649000
Seattle,WA,98108,1042-S-Donovan-St-B,Single family residence,Built in 2023,"Ductless hp-mini split, wall furnace",Ductless hp-mini split,None,$27 monthly HOA fee,1 Sqft,$571 price/sqft,3% buyers agency fee,479950
Tigard,OR,97224,9532-SW-Sattler-St,"Residential, single family residence",Built in 1990,Forced air 90,Central air,2 Attached garage spaces,0,"9,583 sqft",$334 price/sqft,2.25% buyers agency fee,629900
Oswego,OR,97034,128-Northshore-Cir-Lake,"Residential, single family residence",Built in 1931,"Hot water, radiant, fireplace(s)",Central air,2 Garage spaces,0,"9,583 sqft","$1,341 price/sqft",2.25% buyers agency fee,4695000
Vancouver,WA,98684,1301-NE-122nd-Ave,"Residential, single family residence",Built in 1972,"Energy star qualified equipment, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"9,583 sqft",$397 price/sqft,2.25% buyers agency fee,400000
Seattle,WA,98103,6549-Greenwood-Ave-N,Townhouse,Built in 2023,"Ductless hp-mini split, wall furnace",Ductless hp-mini split,"Driveway, off street",$49 monthly HOA fee,1 Sqft,$715 price/sqft,3% buyers agency fee,985000
Seattle,WA,98117,327-1-2-NW-88th-St,Single family residence,Built in 1941,Baseboard,None,Off street,$49 monthly HOA fee,"1,955 sqft","$1,090 price/sqft",3% buyers agency fee,479500
Vancouver,WA,98685,3104-NW-105th-St,"Residential, single family residence",Built in 2015,Forced air 90,Central air,4 Attached garage spaces,0,"9,583 sqft",$284 price/sqft,2.25% buyers agency fee,995000
Beaverton,OR,97005,275-SW-Frenwood-Way,"Residential, single family residence",Built in 1967,Forced air,None,2 Attached garage spaces,0,"9,583 sqft",$408 price/sqft,2.5% buyers agency fee,535000
Eugene,OR,97404,112-Oakleigh-Ln,"Residential, single family residence",Built in 1942,None,No data,Open parking,0,"9,583 sqft",$147 price/sqft,2.5% buyers agency fee,200000
Eugene,OR,97405,5265-Saratoga-St,"Residential, single family residence",Built in 1966,"Ceiling, ductless, radiant, fireplace(s)",Heat pump,2 Attached garage spaces,0,"9,583 sqft",$249 price/sqft,2.5% buyers agency fee,635000
Seattle,WA,98115,9431-45th-Ave-NE,Single family residence,Built in 2023,"Fireplace(s), 90%+ high efficiency, forced air, heat pump, hot water recirc pump, radiant","90%+ high efficiency, central air, forced air",2 Attached garage spaces,0,"9,713 sqft",$525 price/sqft,2.5% buyers agency fee,2150000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97302,1822-Skyway-St-S,Single family residence,Built in 1990,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"9,776 sqft",$243 price/sqft,2.25% buyers agency fee,564900
Vancouver,WA,98664,10115-NE-7th-St,Single family residence,Built in 1970,"Fireplace(s), ductless hp-mini split",None,Attached garage,0,"9,997 sqft",$377 price/sqft,2.25% buyers agency fee,489900
Olympia,WA,98512,9905-9921-Littlerock-Rd-SW,Single family residence,Built in 1947,Stove/free standing,None,1 Carport space,0,9.11 Acres,$144 price/sqft,2.5% buyers agency fee,525000
Seattle,WA,98103,7910-E-Green-Lake-Dr-N,Townhouse,Built in 2023,"Ductless hp-mini split, wall furnace",Ductless hp-mini split,None,0,901.69 Sqft,$579 price/sqft,2.5% buyers agency fee,789000
Seattle,WA,98103,3551-Wallingford-Ave-N,Townhouse,Built in 2018,"Heat pump, tankless water heater, wall furnace",Ductless hp-mini split,"Driveway, off street",0,945.25 Sqft,$665 price/sqft,3% buyers agency fee,925000
Bothell,WA,98012,2804-193rd-Pl-SE-F12,Condominium,Built in 2023,"Fireplace(s), heat pump","90%+ high efficiency, heat pump",2 Garage spaces,0,Has HOA fee,$548 price/sqft,2% buyers agency fee,1279995
Bothell,WA,98012,2814-194th-Pl-SE-F19,Condominium,Built in 2023,"Fireplace(s), heat pump","90%+ high efficiency, heat pump",2 Garage spaces,0,Has HOA fee,$487 price/sqft,2% buyers agency fee,1349995
Seattle,WA,98103,3649-Francis-Ave-N-A,Townhouse,Built in 2023,"Ductless hp-mini split, tankless water heater, wall furnace",Ductless hp-mini split,1 Attached garage space,$25 monthly HOA fee,"1,441 sqft",$577 price/sqft,3% buyers agency fee,1278888
Vancouver,WA,98682,10235-NE-132nd-Ave,"Residential, Single Family Residence",2023,"Heat Pump, Fireplace(s)",Heat Pump,2 Attached Garage spaces,0,2091,$249 ,2%,520625
Seattle,WA,98115,9524-3rd-Ave-NE-A,Single family residence,Built in 2023,"Ductless hp-mini split, wall furnace",Ductless hp-mini split,Off street,$45 monthly HOA fee,1 Sqft,$657 price/sqft,3% buyers agency fee,644950
Vancouver,WA,98682,13216-NE-103rd-Dr,"Residential, Single Family Residence",2023,Heat Pump,No Data,2 Garage spaces,0,2437,$279 ,2%,679900
Eugene,OR,97403,3740-Rockcress-Rd,"Residential, Single Family Residence",2023,"ENERGY STAR Qualified Equipment, Forced Air, Forced Air 95 Plus",Central Air,2 Attached Garage spaces,0,2419,$310 ,"$15,875 ",749916
Tigard,OR,97223,11766-SW-Swendon-Loop,"Residential, single family residence",Built in 1986,Forced air,Central air,2 Attached garage spaces,0,2040,$274 price/sqft,2.25% buyers agency fee,559000
Milwaukie,OR,97222,13000-SE-Briggs-St,"Residential, single family residence",Built in 1947,Forced air,Central air,1 Attached garage space,0,1879,$266 price/sqft,2.25% buyers agency fee,499900
Oswego,OR,97034,7-Dover-Way-Lake,"Residential, single family residence",Built in 1983,"Forced air, fireplace(s)",Central air,4 Attached garage spaces,0,7793,$333 price/sqft,2.25% buyers agency fee,2595000
Seattle,WA,98116,4320-SW-Genesee-St,Single family residence,Built in 2023,Ductless hp-mini split,Ductless hp-mini split,Off street,$50 monthly HOA fee,"1,258 sqft",$695 price/sqft,3% buyers agency fee,774950
Oswego,OR,97034,950-Lund-St-Lake,"Residential, single family residence",Built in 2023,"Forced air 90, fireplace(s)",Central air,1 Attached garage space,0,3097,$557 price/sqft,2.25% buyers agency fee,1725000
Seattle,WA,98122,300-10th-Ave-UNIT-B403,Condominium,Built in 1990,Wall furnace,None,1 Garage space,$785 monthly HOA fee,,$511 price/sqft,3% buyers agency fee,474888
Vancouver,WA,98682,5314-NE-43rd-Cir,"Residential, single family residence",Built in 2023,"Forced air, heat pump",Heat pump,2 Attached garage spaces,0,2143,$279 price/sqft,2.25% buyers agency fee,598000
Seattle,WA,98103,9200-Greenwood-Ave-N-APT-211,Condominium,Built in 1989,"Fireplace(s), wall furnace",None,1 Garage space,$400 monthly HOA fee,,$547 price/sqft,3% buyers agency fee,324950
Oswego,OR,97034,12974-Knaus-Rd-Lake,"Residential, single family residence",Built in 1935,Forced air 95 plus,Central air,2 Attached garage spaces,0,3165,$346 price/sqft,2.3% buyers agency fee,1095000
Portland,OR,97203,5613-N-Lombard-St-3,"Residential, condominium, townhouse",Built in 2023,Mini split,Heat pump,No data,0,762,$354 price/sqft,2.5% buyers agency fee,269900
Seattle,WA,98104,1000-1st-Ave-UNIT-2103,Condominium,Built in 2006,"Fireplace(s), forced air",Central air,Garage,$769 monthly HOA fee,,$707 price/sqft,3% buyers agency fee,569500
Portland,OR,97225,8470-SW-Barnes-Rd,"Residential, single family residence",Built in 1962,"Energy star qualified equipment, forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,1163,$473 price/sqft,2.5% buyers agency fee,550000
Seattle,WA,98105,905-NE-43rd-St-APT-211,Condominium,Built in 1926,Radiator,None,None,$558 monthly HOA fee,,$640 price/sqft,3% buyers agency fee,349000
Seattle,WA,98102,505-Belmont-Ave-E-APT-804,Condominium,Built in 1962,Baseboard,None,1 Garage space,$884 monthly HOA fee,,$768 price/sqft,3% buyers agency fee,799900
Seattle,WA,98112,2040-43rd-Ave-E-APT-211,Condominium,Built in 1961,"Hot water recirc pump, radiator",None,1 Parking space,$638 monthly HOA fee,,$986 price/sqft,3% buyers agency fee,545000
Seattle,WA,98119,2225-1st-Ave-W,Single family residence,Built in 2023,Ductless hp-mini split,Ductless hp-mini split,1 Attached garage space,Has HOA fee,"5,401 sqft",$709 price/sqft,3% buyers agency fee,1479000
Portland,OR,97217,11868-N-Jantzen-Dr,Residential,Built in 1980,Other,Window unit(s),No data,0,1280,$211 price/sqft,2.5% buyers agency fee,270000
Portland,OR,97211,7010-NE-10th-Ave-2,"Residential, condominium, townhouse",Built in 2023,"Heat pump, mini split",Heat pump,No data,0,819,$403 price/sqft,2.5% buyers agency fee,329900
Seattle,WA,98109,2500-Dexter-Ave-N-APT-B,Condominium,Built in 1984,Wall furnace,None,1 Garage space,$823 monthly HOA fee,1751,$591 price/sqft,3% buyers agency fee,1035000
Portland,OR,97217,206-N-Tomahawk-Island-Dr-UNIT-206,Residential,Built in 1973,"Zoned, fireplace(s)",Window unit(s),"Off street, secured",0,1199,$346 price/sqft,2.5% buyers agency fee,415000
Milwaukie,OR,97267,15619-SE-Stohler-Rd,"Residential, single family residence",Built in 2015,"Forced air 90, forced air 95 plus",Central air,1 Attached garage space,0,3155,$206 price/sqft,2.5% buyers agency fee,649900
Seattle,WA,98126,3241-SW-Raymond-St-UNIT-1B,Townhouse,Built in 2006,"Fireplace(s), forced air",None,1 Attached garage space,$436 monthly HOA fee,"1,463 sqft",$468 price/sqft,3% buyers agency fee,729900
Portland,OR,97218,5331-NE-Cully-Blvd,Residential,Built in 2013,Forced air,No data,1 Attached garage space,0,1307,$287 price/sqft,2.5% buyers agency fee,375000
Beaverton,OR,97006,910-SW-174th-Pl,"Residential, single family residence",Built in 2023,Forced air,No data,3 Attached garage spaces,0,2631,$323 price/sqft,2.5% buyers agency fee,849900
Hillsboro,OR,97123,2110-SE-Currin-Ln,"Residential, single family residence",Built in 2022,Mini split,Wall unit(s),1 Attached garage space,0,1499,$377 price/sqft,2.5% buyers agency fee,565000
Tigard,OR,97224,7850-SW-Layton-Ave,"Residential, single family residence",Built in 2023,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,2383,$321 price/sqft,2.5% buyers agency fee,764910
Seattle,WA,98101,737-Olive-Way-APT-3310,Condominium,Built in 2009,"Fireplace(s), forced air, heat pump","Central air, heat pump",1 Garage space,$578 monthly HOA fee,650 sqft,$962 price/sqft,3% buyers agency fee,625000
Milwaukie,OR,97267,14113-SE-Fairoaks-Ave,"Residential, single family residence",Built in 1955,"Ductless, wood stove",Heat pump,Open parking,0,808,$557 price/sqft,2.5% buyers agency fee,450000
Seattle,WA,98101,1415-2nd-Ave-UNIT-2508,Condominium,Built in 1991,Heat pump,Central air,2 Garage spaces,"$1,570 monthly HOA fee",1491 sqft,$989 price/sqft,3% buyers agency fee,1475000
Milwaukie,OR,97267,14210-SE-River-Rd,"Residential, single family residence",Built in 2003,Forced air 90,Central air,2 Attached garage spaces,0,1895,$277 price/sqft,2.5% buyers agency fee,525000
Milwaukie,OR,97222,11121-SE-31st-Ave,"Residential, single family residence",Built in 1912,Forced air,None,Open parking,0,1848,$230 price/sqft,2.5% buyers agency fee,425000
Portland,OR,97206,8940-SE-Stanley-Pl,"Residential, single family residence",Built in 1935,Forced air,None,Carport,0,1744,$238 price/sqft,2.5% buyers agency fee,415000
Oswego,OR,97035,18653-Pilkington-Rd-Lake,"Residential, single family residence",Built in 2016,"Forced air, fireplace(s), forced air 95 plus",Central air,3 Attached garage spaces,0,3257,$459 price/sqft,2.5% buyers agency fee,1495000
Tigard,OR,97224,15210-SW-Coolwater-Ln,"Residential, single family residence",Built in 2023,Heat pump,No data,2 Attached garage spaces,0,3150,$299 price/sqft,2% buyers agency fee,941990
Bothell,WA,98021,4316-242nd-Pl-SE-LOT-20,Single family residence,Built in 2023,"Fireplace(s), heat pump",Heat pump,2 Attached garage spaces,$100 monthly HOA fee,"4,891 sqft",$484 price/sqft,3% buyers agency fee,1524950
Olympia,WA,98502,507-Kaiser-Rd-SW,Triplex,Built in 1970,Baseboard,Other – see remarks,5 Open parking spaces,0,3532,$184 price/sqft,2.5% buyers agency fee,649900
Tacoma,WA,98406,6102-N-24th-St,Single family residence,Built in 1975,"Fireplace(s), ductless hp-mini split, forced air","Central air, ductless hp-mini split, forced air, other – see remarks",2 Attached garage spaces,,"9,295 sqft",$355 price/sqft,2.5% buyers agency fee,519000
Olympia,WA,98506,4805-Cushman-Rd-NE-SPACE-56,Manufactured home,Built in 1973,Forced air,Central air,2 Carport spaces,0,1320,$181 price/sqft,2.5% buyers agency fee,239000
Seattle,WA,98103,4020-Aurora-Ave-N-APT-414,Condominium,Built in 2002,Wall furnace,None,1 Garage space,$560 monthly HOA fee,,$826 price/sqft,3% buyers agency fee,625000
Tacoma,WA,98404,320-E-32nd-St-UNIT-101,Condominium,Built in 2002,Radiant,Radiant,2 Garage spaces,$559 monthly HOA fee,,$365 price/sqft,2.5% buyers agency fee,549999
Tacoma,WA,98404,1829-E-Fairbanks-St,Single family residence,Built in 1910,"Stove/free standing, wall furnace",Wall unit(s),Off street,,"6,499 sqft",$286 price/sqft,3% buyers agency fee,385000
Bothell,WA,98021,21025-42nd-Ave-SE-115,Single family residence,Built in 2023,"Fireplace(s), 90%+ high efficiency",90%+ high efficiency,2 Attached garage spaces,$48 monthly HOA fee,"3,463 sqft",$507 price/sqft,0,1264950
Tacoma,WA,98409,6017-S-Cheyenne-St,Single family residence,Built in 1978,"Fireplace(s), baseboard, wall furnace",None,1 Attached garage space,,"5,749 sqft",$268 price/sqft,2.5% buyers agency fee,400000
Tacoma,WA,98406,3814-N-18th-St,Single family residence,Built in 1905,"Fireplace(s), forced air, heat pump",Forced air,2 Garage spaces,,"8,646 sqft",$327 price/sqft,2.5% buyers agency fee,895000
Seattle,WA,98112,2415-E-Louisa-St,Single family residence,Built in 1939,"Fireplace(s), forced air",None,2 Attached garage spaces,,"5,998 sqft",$346 price/sqft,3% buyers agency fee,900000
Seattle,WA,98108,4558-11th-Ave-S,Single family residence,Built in 1941,Forced air,Central air,1 Garage space,,"4,930 sqft",$303 price/sqft,2.5% buyers agency fee,630000
Seattle,WA,98118,9308-53rd-Ave-S,Single family residence,Built in 1927,"Fireplace(s), baseboard, forced air, tankless water heater","Central air, forced air","Driveway, off street",,"2,800 sqft",$424 price/sqft,2.5% buyers agency fee,554900
Seattle,WA,98103,5529-Kenwood-Pl-N,Single family residence,Built in 1920,"Fireplace(s), forced air",None,1 Garage space,,"5,998 sqft",$552 price/sqft,2.5% buyers agency fee,1850000
Seattle,WA,98107,1754-NW-62nd-St,Single family residence,Built in 2017,"Fireplace(s), ductless hp-mini split",Ductless hp-mini split,1 Carport space,,"1,463 sqft",$566 price/sqft,2.5% buyers agency fee,1149000
Seattle,WA,98133,14023-Greenwood-Ave-N-C,Townhouse,Built in 2023,Ductless hp-mini split,Ductless hp-mini split,Off street,,"1,180 sqft",$464 price/sqft,2.5% buyers agency fee,699999
Bothell,WA,98011,11814-NE-172nd-St,Manufactured on land,Built in 1978,Forced air,Forced air,2 Carport spaces,$155 monthly HOA fee,1439 sqft,$410 price/sqft,2.5% buyers agency fee,589950
Tacoma,WA,98405,2514-S-L-St,Single family residence,Built in 1920,Ductless hp-mini split,Ductless hp-mini split,"Driveway, off street",,"6,499 sqft",$359 price/sqft,3% buyers agency fee,449000
Tacoma,WA,98418,1523-S-41st-St,Single family residence,Built in 1925,"Ductless hp-mini split, wall furnace",Ductless hp-mini split,1 Garage space,,"6,351 sqft",$574 price/sqft,2.5% buyers agency fee,410000
Seattle,WA,98117,7557-32nd-Ave-NW,Single family residence,Built in 1928,"Fireplace(s), forced air, radiant",None,Driveway,,"3,798 sqft",$407 price/sqft,3% buyers agency fee,1025000
Seattle,WA,98144,3119-37th-Ave-S,Single family residence,Built in 1909,High efficiency (unspecified),Central air,1 Garage space,,"4,530 sqft",$560 price/sqft,3% buyers agency fee,1500000
Seattle,WA,98103,4264-Linden-Ave-N,Townhouse,Built in 2015,"Ductless hp-mini split, tankless water heater, wall furnace",Ductless hp-mini split,Off street,,980.10 Sqft,$617 price/sqft,3.0% buyers agency fee,950000
Seattle,WA,98136,5403-44th-Ave-SW,Single family residence,Built in 1947,"Fireplace(s), 90%+ high efficiency",None,1 Attached garage space,,"6,250 sqft",$574 price/sqft,2.5% buyers agency fee,998510
Seattle,WA,98126,8607-36th-Ave-SW,Single family residence,Built in 1942,"Fireplace(s), forced air",None,"Driveway, off street",,"5,880 sqft",$793 price/sqft,3% buyers agency fee,785000
Seattle,WA,98109,18-Dravus-St-APT-401,Condominium,Built in 1999,"Fireplace(s), forced air, wall furnace",None,1 Garage space,$579 monthly HOA fee,786 sqft,$630 price/sqft,2.5% buyers agency fee,495000
